from_sku,to_sku,setup_hours,
280234,280432,0,
280234,280434,0,
280234,280436,2,
280234,280437,0,
280234,280450,0,
280234,280451,0,
280234,280452,0,
280234,280453,0,
280234,280454,0,
280234,280459,0,
280234,280464,0,
280234,280465,0,
280234,280466,0,
280234,280467,0,
280234,280468,0,
280234,280469,0,
280234,280473,0,
280234,280474,0,
280234,280477,0,
280234,280478,0,
280234,280480,2,
280234,280481,0,
280234,280488,2,
280234,280489,0,
280234,280490,0,
280234,280493,0,
280234,280496,0,
280234,280497,0,
280234,280516,0,
280234,280517,0,
280234,280520,0,
280234,280521,0,
280234,280522,0,
280234,280525,0,
280234,280526,0,
280234,280528,0,
280234,280529,0,
280234,280532,0,
280234,280539,2,
280234,280541,0,
280234,280557,0,
280234,280558,0,
280234,280559,0,
280234,280563,0,
280234,280564,0,
280234,280566,0,
280234,280567,0,
280234,280570,0,
280234,280571,0,
280234,280572,0,
280234,280573,0,
280234,280574,0,
280234,280575,0,
280234,280576,0,
280234,280578,0,
280234,280579,0,
280234,280580,0,
280234,280581,0,
280234,280582,0,
280234,280583,0,
280234,280584,0,
280234,280585,0,
280234,280586,0,
280234,280587,0,
280234,280588,0,
280234,280589,0,
280234,280590,0,
280234,280591,0,
280234,280592,0,
280234,280601,0,
280234,280602,0,
280234,280605,1,
280234,280606,1,
280234,280607,0,
280234,280608,0,
280234,280609,1,
280234,280610,1,
280234,280611,0,
280234,280612,0,
280234,280613,0,
280234,280614,0,
280234,280615,0,
280234,280616,0,
280234,280617,0,
280234,280622,1,
280234,280623,0,
280234,280624,1,
280234,280641,0,
280234,280642,0,
280234,280643,0,
280234,280644,0,
280234,280645,0,
280234,280646,0,
280234,280647,0,
280234,280652,0,
280234,280653,0,
280234,280655,2,
280234,280659,0,
280234,280660,0,
280234,280661,0,
280234,280662,0,
280234,280673,0,
280234,280674,0,
280234,280676,0,
280234,280677,0,
280234,280679,0,
280234,280680,0,
280234,280682,0,
280234,280683,0,
280234,280684,0,
280234,280685,0,
280234,280686,2,
280234,280689,0,
280234,570223,0,
280234,570261,2,
280234,570468,0,
280234,570471,0,
280234,570472,0,
280234,570473,0,
280234,570474,0,
280234,570475,0,
280234,570485,0,
280235,120430,0,
280235,120431,0,
280235,120433,0,
280235,120434,0,
280235,120436,0,
280235,120437,0,
280235,120444,0,
280235,120448,0,
280235,120450,2,
280235,120451,2,
280235,120453,2,
280235,120463,0,
280235,120464,0,
280235,120531,0,
280235,120532,0,
280235,120533,0,
280235,120534,0,
280235,120535,0,
280235,120536,0,
280235,221800,0,
280235,221801,0,
280235,241283,2,
280235,241287,0,
280235,241288,0,
280235,251200,0,
280235,280013,2,
280235,280045,0,
280235,280052,2,
280235,280090,0,
280235,280103,0,
280235,280104,0,
280235,280105,0,
280235,280106,0,
280235,280107,2,
280235,280121,0,
280235,280128,0,
280235,280129,2,
280235,280130,2,
280235,280131,0,
280235,280164,0,
280235,280166,0,
280235,280169,0,
280235,280181,0,
280235,280212,2,
280235,280213,2,
280235,280222,2,
280235,280233,0,
280235,280234,0,
280235,280244,0,
280235,280245,0,
280235,280246,0,
280235,280247,1,
280235,280256,2,
280235,280264,0,
280235,280281,0,
280235,280298,0,
280235,280318,0,
280235,280322,0,
280235,280323,0,
280235,280324,0,
280235,280325,0,
280235,280344,0,
280235,280345,0,
280235,280347,0,
280235,280348,0,
280235,280351,2,
280235,280355,0,
280235,280356,0,
280235,280357,1,
280235,280358,0,
280235,280359,0,
280235,280375,2,
280235,280376,2,
280235,280377,2,
280235,280378,2,
280235,280379,2,
280235,280380,2,
280235,280383,0,
280235,280384,0,
280235,280385,0,
280235,280391,0,
280235,280397,2,
280235,280399,0,
280235,280405,2,
280235,280412,0,
280235,280421,0,
280235,280425,2,
280235,280426,2,
280235,280432,0,
280235,280434,0,
280235,280436,2,
280235,280437,0,
280235,280450,0,
280235,280451,0,
280235,280452,0,
280235,280453,0,
280235,280454,0,
280235,280459,0,
280235,280464,0,
280235,280465,0,
280235,280466,0,
280235,280467,0,
280235,280468,0,
280235,280469,0,
280235,280473,0,
280235,280474,0,
280235,280477,0,
280235,280478,0,
280235,280480,2,
280235,280481,0,
280235,280488,2,
280235,280489,0,
280235,280490,0,
280235,280493,0,
280235,280496,0,
280235,280497,0,
280235,280516,0,
280235,280517,0,
280235,280520,0,
280235,280521,0,
280235,280522,0,
280235,280525,0,
280235,280526,0,
280235,280528,0,
280235,280529,0,
280235,280532,0,
280235,280539,2,
280235,280541,0,
280235,280557,0,
280235,280558,0,
280235,280559,0,
280235,280563,0,
280235,280564,0,
280235,280566,0,
280235,280567,0,
280235,280570,0,
280235,280571,0,
280235,280572,0,
280235,280573,0,
280235,280574,0,
280235,280575,0,
280235,280576,0,
280235,280578,0,
280235,280579,0,
280235,280580,0,
280235,280581,0,
280235,280582,0,
280235,280583,0,
280235,280584,0,
280235,280585,0,
280235,280586,0,
280235,280587,0,
280235,280588,0,
280235,280589,0,
280235,280590,0,
280235,280591,0,
280235,280592,0,
280235,280601,0,
280235,280602,0,
280235,280605,1,
280235,280606,1,
280235,280607,0,
280235,280608,0,
280235,280609,1,
280235,280610,1,
280235,280611,0,
280235,280612,0,
280235,280613,0,
280235,280614,0,
280235,280615,0,
280235,280616,0,
280235,280617,0,
280235,280622,1,
280235,280623,0,
280235,280624,1,
280235,280641,0,
280235,280642,0,
280235,280643,0,
280235,280644,0,
280235,280645,0,
280235,280646,0,
280235,280647,0,
280235,280652,0,
280235,280653,0,
280235,280655,2,
280235,280659,0,
280235,280660,0,
280235,280661,0,
280235,280662,0,
280235,280673,0,
280235,280674,0,
280235,280676,0,
280235,280677,0,
280235,280679,0,
280235,280680,0,
280235,280682,0,
280235,280683,0,
280235,280684,0,
280235,280685,0,
280235,280686,2,
280235,280689,0,
280235,570223,0,
280235,570261,2,
280235,570468,0,
280235,570471,0,
280235,570472,0,
280235,570473,0,
280235,570474,0,
280235,570475,0,
280235,570485,0,
280244,120430,1,
280244,120431,1,
280244,120433,1,
280244,120434,1,
280244,120436,0,
280244,120437,0,
280244,120444,0,
280244,120448,0,
280244,120450,2,
280244,120451,2,
280244,120453,2,
280244,120463,1,
280244,120464,0,
280244,120531,1,
280244,120532,1,
280244,120533,1,
280244,120534,1,
280244,120535,1,
280244,120536,1,
280244,221800,1,
280244,221801,1,
280244,241283,2,
280244,241287,0,
280244,241288,0,
280244,251200,0,
280244,280013,2,
280244,280045,0,
280244,280052,2,
280244,280090,1,
280244,280103,1,
280244,280104,1,
280244,280105,1,
280244,280106,1,
280244,280107,2,
280244,280121,0,
280244,280128,1,
280244,280129,2,
280244,280130,2,
280244,280131,1,
280244,280164,1,
280244,280166,1,
280244,280169,0,
280244,280181,1,
280244,280212,2,
280244,280213,2,
280244,280222,2,
280244,280233,0,
280244,280234,0,
280244,280235,0,
280244,280245,0,
280244,280246,0,
280244,280247,0,
280244,280256,2,
280244,280264,0,
280244,280281,0,
280244,280298,0,
280244,280318,0,
280244,280322,1,
280244,280323,1,
280244,280324,1,
280244,280325,1,
280244,280344,1,
280244,280345,1,
280244,280347,1,
280244,280348,1,
280244,280351,2,
280244,280355,0,
280244,280356,1,
280244,280357,0,
280244,280358,0,
280244,280359,0,
280244,280375,2,
280244,280376,2,
280244,280377,2,
280244,280378,2,
280244,280379,2,
280244,280380,2,
280244,280383,1,
280244,280384,1,
280244,280385,1,
280244,280391,1,
280244,280397,2,
280244,280399,1,
280244,280405,2,
280244,280412,1,
280244,280421,1,
280244,280425,2,
280244,280426,2,
280244,280432,0,
280244,280434,0,
280244,280436,2,
280244,280437,1,
280244,280450,0,
280244,280451,1,
280244,280452,1,
280244,280453,1,
280244,280454,1,
280244,280459,1,
280244,280464,0,
280244,280465,0,
280244,280466,0,
280244,280467,0,
280244,280468,0,
280244,280469,0,
280244,280473,0,
280244,280474,0,
280244,280477,0,
280244,280478,1,
280244,280480,2,
280244,280481,0,
280244,280488,2,
280244,280489,1,
280244,280490,1,
280244,280493,1,
280244,280496,0,
280244,280497,0,
280244,280516,0,
280244,280517,0,
280244,280520,0,
280244,280521,0,
280244,280522,0,
280244,280525,0,
280244,280526,0,
280244,280528,0,
280244,280529,0,
280244,280532,0,
280244,280539,2,
280244,280541,0,
280244,280557,0,
280244,280558,0,
280244,280559,1,
280244,280563,1,
280244,280564,1,
280244,280566,0,
280244,280567,1,
280244,280570,1,
280244,280571,1,
280244,280572,1,
280244,280573,1,
280244,280574,1,
280244,280575,1,
280244,280576,1,
280244,280578,1,
280244,280579,1,
280244,280580,1,
280244,280581,1,
280244,280582,1,
280244,280583,1,
280244,280584,1,
280244,280585,1,
280244,280586,1,
280244,280587,1,
280244,280588,1,
280244,280589,1,
280244,280590,1,
280244,280591,1,
280244,280592,1,
280244,280601,1,
280244,280602,1,
280244,280605,0,
280244,280606,0,
280244,280607,0,
280244,280608,0,
280244,280609,0,
280244,280610,0,
280244,280611,0,
280244,280612,0,
280244,280613,0,
280244,280614,0,
280244,280615,0,
280244,280616,0,
280244,280617,0,
280244,280622,0,
280244,280623,0,
280244,280624,0,
280244,280641,1,
280244,280642,0,
280244,280643,1,
280244,280644,0,
280244,280645,1,
280244,280646,1,
280244,280647,1,
280244,280652,0,
280244,280653,0,
280244,280655,2,
280244,280659,0,
280244,280660,1,
280244,280661,0,
280244,280662,1,
280244,280673,1,
280244,280674,0,
280244,280676,1,
280244,280677,1,
280244,280679,1,
280244,280680,1,
280244,280682,1,
280244,280683,1,
280244,280684,1,
280244,280685,1,
280244,280686,2,
280244,280689,0,
280244,570223,1,
280244,570261,2,
280244,570468,1,
280244,570471,0,
280244,570472,0,
280244,570473,0,
280244,570474,1,
280244,570475,1,
280244,570485,1,
280245,120430,1,
280245,120431,1,
280245,120433,1,
280245,120434,1,
280245,120436,0,
280245,120437,0,
280245,120444,0,
280245,120448,0,
280245,120450,2,
280245,120451,2,
280245,120453,2,
280245,120463,1,
280245,120464,0,
280245,120531,1,
280245,120532,1,
280245,120533,1,
280245,120534,1,
280245,120535,1,
280245,120536,1,
280245,221800,1,
280245,221801,1,
280245,241283,2,
280245,241287,0,
280245,241288,0,
280245,251200,0,
280245,280013,2,
280245,280045,0,
280245,280052,2,
280245,280090,1,
280245,280103,1,
280245,280104,1,
280245,280105,1,
280245,280106,1,
280245,280107,2,
280245,280121,0,
280245,280128,1,
280245,280129,2,
280245,280130,2,
280245,280131,1,
280245,280164,1,
280245,280166,1,
280245,280169,0,
280245,280181,1,
280245,280212,2,
280245,280213,2,
280245,280222,2,
280245,280233,0,
280245,280234,0,
280245,280235,0,
280245,280244,0,
280245,280246,0,
280245,280247,0,
280245,280256,2,
280245,280264,0,
280245,280281,0,
280245,280298,0,
280245,280318,0,
280245,280322,1,
280245,280323,1,
280245,280324,1,
280245,280325,1,
280245,280344,1,
280245,280345,1,
280245,280347,1,
280245,280348,1,
280245,280351,2,
280245,280355,0,
280245,280356,1,
280245,280357,0,
280245,280358,0,
280245,280359,0,
280245,280375,2,
280245,280376,2,
280245,280377,2,
280245,280378,2,
280245,280379,2,
280245,280380,2,
280245,280383,1,
280245,280384,1,
280245,280385,1,
280245,280391,1,
280245,280397,2,
280245,280399,1,
280245,280405,2,
280245,280412,1,
280245,280421,1,
280245,280425,2,
280245,280426,2,
280245,280432,0,
280245,280434,0,
280245,280436,2,
280245,280437,1,
280245,280450,0,
280245,280451,1,
280245,280452,1,
280245,280453,1,
280245,280454,1,
280245,280459,1,
280245,280464,0,
280245,280465,0,
280245,280466,0,
280245,280467,0,
280245,280468,0,
280245,280469,0,
280245,280473,0,
280245,280474,0,
280245,280477,0,
280245,280478,1,
280245,280480,2,
280245,280481,0,
280245,280488,2,
280245,280489,1,
280245,280490,1,
280245,280493,1,
280245,280496,0,
280245,280497,0,
280245,280516,0,
280245,280517,0,
280245,280520,0,
280245,280521,0,
280245,280522,0,
280245,280525,0,
280245,280526,0,
280245,280528,0,
280245,280529,0,
280245,280532,0,
280245,280539,2,
280245,280541,0,
280245,280557,0,
280245,280558,0,
280245,280559,1,
280245,280563,1,
280245,280564,1,
280245,280566,0,
280245,280567,1,
280245,280570,1,
280245,280571,1,
280245,280572,1,
280245,280573,1,
280245,280574,1,
280245,280575,1,
280245,280576,1,
280245,280578,1,
280245,280579,1,
280245,280580,1,
280245,280581,1,
280245,280582,1,
280245,280583,1,
280245,280584,1,
280245,280585,1,
280245,280586,1,
280245,280587,1,
280245,280588,1,
280245,280589,1,
280245,280590,1,
280245,280591,1,
280245,280592,1,
280245,280601,1,
280245,280602,1,
280245,280605,0,
280245,280606,0,
280245,280607,0,
280245,280608,0,
280245,280609,0,
280245,280610,0,
280245,280611,0,
280245,280612,0,
280245,280613,0,
280245,280614,0,
280245,280615,0,
280245,280616,0,
280245,280617,0,
280245,280622,0,
280245,280623,0,
280245,280624,0,
280245,280641,1,
280245,280642,0,
280245,280643,1,
280245,280644,0,
280245,280645,1,
280245,280646,1,
280245,280647,1,
280245,280652,0,
280245,280653,0,
280245,280655,2,
280245,280659,0,
280245,280660,1,
280245,280661,0,
280245,280662,1,
280245,280673,1,
280245,280674,0,
280245,280676,1,
280245,280677,1,
280245,280679,1,
280245,280680,1,
280245,280682,1,
280245,280683,1,
280245,280684,1,
280245,280685,1,
280245,280686,2,
280245,280689,0,
280245,570223,1,
280245,570261,2,
280245,570468,1,
280245,570471,0,
280245,570472,0,
280245,570473,0,
280245,570474,1,
280245,570475,1,
280245,570485,1,
280246,120430,1,
280246,120431,1,
280246,120433,1,
280246,120434,1,
280246,120436,0,
280246,120437,0,
280246,120444,0,
280246,120448,0,
280246,120450,2,
280246,120451,2,
280246,120453,2,
280246,120463,1,
280246,120464,0,
280246,120531,1,
280246,120532,1,
280246,120533,1,
280246,120534,1,
280246,120535,1,
280246,120536,1,
280246,221800,1,
280246,221801,1,
280246,241283,2,
280246,241287,0,
280246,241288,0,
280246,251200,0,
280246,280013,2,
280246,280045,0,
280246,280052,2,
280246,280090,1,
280246,280103,1,
280246,280104,1,
280246,280105,1,
280246,280106,1,
280246,280107,2,
280246,280121,0,
280246,280128,1,
280246,280129,2,
280246,280130,2,
280246,280131,1,
280246,280164,1,
280246,280166,1,
280246,280169,0,
280246,280181,1,
280246,280212,2,
280246,280213,2,
280246,280222,2,
280246,280233,0,
280246,280234,0,
280246,280235,0,
280246,280244,0,
280246,280245,0,
280246,280247,0,
280246,280256,2,
280246,280264,0,
280246,280281,0,
280246,280298,0,
280246,280318,0,
280246,280322,1,
280246,280323,1,
280246,280324,1,
280246,280325,1,
280246,280344,1,
280246,280345,1,
280246,280347,1,
280246,280348,1,
280246,280351,2,
280246,280355,0,
280246,280356,1,
280246,280357,0,
280246,280358,0,
280246,280359,0,
280246,280375,2,
280246,280376,2,
280246,280377,2,
280246,280378,2,
280246,280379,2,
280246,280380,2,
280246,280383,1,
280246,280384,1,
280246,280385,1,
280246,280391,1,
280246,280397,2,
280246,280399,1,
280246,280405,2,
280246,280412,1,
280246,280421,1,
280246,280425,2,
280246,280426,2,
280246,280432,0,
280246,280434,0,
280246,280436,2,
280246,280437,1,
280246,280450,0,
280246,280451,1,
280246,280452,1,
280246,280453,1,
280246,280454,1,
280246,280459,1,
280246,280464,0,
280246,280465,0,
280246,280466,0,
280246,280467,0,
280246,280468,0,
280246,280469,0,
280246,280473,0,
280246,280474,0,
280246,280477,0,
280246,280478,1,
280246,280480,2,
280246,280481,0,
280246,280488,2,
280246,280489,1,
280246,280490,1,
280246,280493,1,
280246,280496,0,
280246,280497,0,
280246,280516,0,
280246,280517,0,
280246,280520,0,
280246,280521,0,
280246,280522,0,
280246,280525,0,
280246,280526,0,
280246,280528,0,
280246,280529,0,
280246,280532,0,
280246,280539,2,
280246,280541,0,
280246,280557,0,
280246,280558,0,
280246,280559,1,
280246,280563,1,
280246,280564,1,
280246,280566,0,
280246,280567,1,
280246,280570,1,
280246,280571,1,
280246,280572,1,
280246,280573,1,
280246,280574,1,
280246,280575,1,
280246,280576,1,
280246,280578,1,
280246,280579,1,
280246,280580,1,
280246,280581,1,
280246,280582,1,
280246,280583,1,
280246,280584,1,
280246,280585,1,
280246,280586,1,
280246,280587,1,
280246,280588,1,
280246,280589,1,
280246,280590,1,
280246,280591,1,
280246,280592,1,
280246,280601,1,
280246,280602,1,
280246,280605,0,
280246,280606,0,
280246,280607,0,
280246,280608,0,
280246,280609,0,
280246,280610,0,
280246,280611,0,
280246,280612,0,
280246,280613,0,
280246,280614,0,
280246,280615,0,
280246,280616,0,
280246,280617,0,
280246,280622,0,
280246,280623,0,
280246,280624,0,
280246,280641,1,
280246,280642,0,
280246,280643,1,
280246,280644,0,
280246,280645,1,
280246,280646,1,
280246,280647,1,
280246,280652,0,
280246,280653,0,
280246,280655,2,
280246,280659,0,
280246,280660,1,
280246,280661,0,
280246,280662,1,
280246,280673,1,
280246,280674,0,
280246,280676,1,
280246,280677,1,
280246,280679,1,
280246,280680,1,
280246,280682,1,
280246,280683,1,
280246,280684,1,
280246,280685,1,
280246,280686,2,
280246,280689,0,
280246,570223,1,
280246,570261,2,
280246,570468,1,
280246,570471,0,
280246,570472,0,
280246,570473,0,
280246,570474,1,
280246,570475,1,
280246,570485,1,
280247,120430,0,
280247,120431,0,
280247,120433,0,
280247,120434,0,
280247,120436,0,
280247,120437,0,
280247,120444,0,
280247,120448,0,
280247,120450,2,
280247,120451,2,
280247,120453,2,
280247,120463,0,
280247,120464,0,
280247,120531,0,
280247,120532,0,
280247,120533,0,
280247,120534,0,
280247,120535,0,
280247,120536,0,
280247,221800,0,
280247,221801,0,
280247,241283,2,
280247,241287,0,
280247,241288,0,
280247,251200,0,
280247,280013,2,
280247,280045,0,
280247,280052,2,
280247,280090,0,
280247,280103,0,
280247,280104,0,
280247,280105,0,
280247,280106,0,
280247,280107,2,
280247,280121,0,
280247,280128,0,
280247,280129,2,
280247,280130,2,
280247,280131,0,
280247,280164,0,
280247,280166,0,
280247,280169,0,
280247,280181,0,
280247,280212,2,
280247,280213,2,
280247,280222,2,
280247,280233,1,
280247,280234,1,
280247,280235,1,
280247,280244,0,
280247,280245,0,
280247,280246,0,
280247,280256,2,
280247,280264,0,
280247,280281,0,
280247,280298,0,
280247,280318,0,
280247,280322,0,
280247,280323,0,
280247,280324,0,
280247,280325,0,
280247,280344,0,
280247,280345,0,
280247,280347,0,
280247,280348,0,
280247,280351,2,
280247,280355,0,
280247,280356,0,
280247,280357,0,
280247,280358,0,
280247,280359,0,
280247,280375,2,
280247,280376,2,
280247,280377,2,
280247,280378,2,
280247,280379,2,
280247,280380,2,
280247,280383,0,
280247,280384,0,
280247,280385,0,
280247,280391,0,
280247,280397,2,
280247,280399,0,
280247,280405,2,
280247,280412,0,
280247,280421,0,
280247,280425,2,
280247,280426,2,
280247,280432,0,
280247,280434,0,
280247,280436,2,
280247,280437,0,
280247,280450,0,
280247,280451,0,
280247,280452,0,
280247,280453,0,
280247,280454,0,
280247,280459,0,
280247,280464,0,
280247,280465,0,
280247,280466,0,
280247,280467,0,
280247,280468,0,
280247,280469,0,
280247,280473,0,
280247,280474,0,
280247,280477,0,
280247,280478,0,
280247,280480,2,
280247,280481,0,
280247,280488,2,
280247,280489,0,
280247,280490,0,
280247,280493,0,
280247,280496,0,
280247,280497,0,
280247,280516,0,
280247,280517,0,
280247,280520,0,
280247,280521,0,
280247,280522,0,
280247,280525,0,
280247,280526,0,
280247,280528,0,
280247,280529,0,
280247,280532,0,
280247,280539,2,
280247,280541,0,
280247,280557,0,
280247,280558,0,
280247,280559,0,
280247,280563,0,
280247,280564,0,
280247,280566,0,
280247,280567,0,
280247,280570,0,
280247,280571,0,
280247,280572,0,
280247,280573,0,
280247,280574,0,
280247,280575,0,
280247,280576,0,
280247,280578,0,
280247,280579,0,
280247,280580,0,
280247,280581,0,
280247,280582,0,
280247,280583,0,
280247,280584,0,
280247,280585,0,
280247,280586,0,
280247,280587,0,
280247,280588,0,
280247,280589,0,
280247,280590,0,
280247,280591,0,
280247,280592,0,
280247,280601,0,
280247,280602,0,
280247,280605,1,
280247,280606,1,
280247,280607,1,
280247,280608,1,
280247,280609,1,
280247,280610,1,
280247,280611,0,
280247,280612,0,
280247,280613,0,
280247,280614,0,
280247,280615,0,
280247,280616,0,
280247,280617,0,
280247,280622,1,
280247,280623,1,
280247,280624,1,
280247,280641,0,
280247,280642,0,
280247,280643,0,
280247,280644,0,
280247,280645,0,
280247,280646,0,
280247,280647,0,
280247,280652,0,
280247,280653,0,
280247,280655,2,
280247,280659,0,
280247,280660,0,
280247,280661,0,
280247,280662,0,
280247,280673,0,
280247,280674,0,
280247,280676,0,
280247,280677,0,
280247,280679,0,
280247,280680,0,
280247,280682,0,
280247,280683,0,
280247,280684,0,
280247,280685,0,
280247,280686,2,
280247,280689,0,
280247,570223,0,
280247,570261,2,
280247,570468,0,
280247,570471,0,
280247,570472,0,
280247,570473,0,
280247,570474,0,
280247,570475,0,
280247,570485,0,
280256,120430,1,
280256,120431,1,
280256,120433,1,
280256,120434,1,
280256,120436,1,
280256,120437,1,
280256,120444,1,
280256,120448,1,
280256,120450,1,
280256,120451,1,
280256,120453,1,
280256,120463,1,
280256,120464,1,
280256,120531,1,
280256,120532,1,
280256,120533,1,
280256,120534,1,
280256,120535,1,
280256,120536,1,
280256,221800,1,
280256,221801,1,
280256,241283,1,
280256,241287,1,
280256,241288,1,
280256,251200,1,
280256,280013,1,
280256,280045,1,
280256,280052,1,
280256,280090,1,
280256,280103,1,
280256,280104,1,
280256,280105,1,
280256,280106,1,
280256,280107,1,
280256,280121,1,
280256,280128,1,
280256,280129,1,
280256,280130,1,
280256,280131,1,
280256,280164,1,
280256,280166,1,
280256,280169,1,
280256,280181,1,
280256,280212,0,
280256,280213,1,
280256,280222,0,
280256,280233,0,
280256,280234,0,
280256,280235,0,
280256,280244,1,
280256,280245,1,
280256,280246,1,
280256,280247,0,
280256,280264,1,
280256,280281,1,
280256,280298,1,
280256,280318,1,
280256,280322,1,
280256,280323,1,
280256,280324,1,
280256,280325,0,
280256,280344,1,
280256,280345,1,
280256,280347,1,
280256,280348,1,
280256,280351,0,
280256,280355,1,
280256,280356,1,
280256,280357,0,
280256,280358,1,
280256,280359,1,
280256,280375,0,
280256,280376,0,
280256,280377,0,
280256,280378,0,
280256,280379,0,
280256,280380,0,
280256,280383,1,
280256,280384,1,
280256,280385,1,
280256,280391,1,
280256,280397,0,
280256,280399,1,
280256,280405,0,
280256,280412,1,
280256,280421,1,
280256,280425,1,
280256,280426,0,
280256,280432,1,
280256,280434,1,
280256,280436,0,
280256,280437,1,
280256,280450,1,
280256,280451,1,
280256,280452,1,
280256,280453,1,
280256,280454,0,
280256,280459,1,
280256,280464,0,
280256,280465,0,
280256,280466,0,
280256,280467,0,
280256,280468,0,
280256,280469,0,
280256,280473,0,
280256,280474,0,
280256,280477,1,
280256,280478,1,
280256,280480,1,
280256,280481,0,
280256,280488,0,
280256,280489,0,
280256,280490,1,
280256,280493,1,
280256,280496,0,
280256,280497,0,
280256,280516,1,
280256,280517,1,
280256,280520,1,
280256,280521,1,
280256,280522,1,
280256,280525,0,
280256,280526,0,
280256,280528,0,
280256,280529,0,
280256,280532,0,
280256,280539,0,
280256,280541,1,
280256,280557,1,
280256,280558,1,
280256,280559,0,
280256,280563,0,
280256,280564,0,
280256,280566,1,
280256,280567,0,
280256,280570,1,
280256,280571,1,
280256,280572,1,
280256,280573,1,
280256,280574,1,
280256,280575,1,
280256,280576,1,
280256,280578,1,
280256,280579,1,
280256,280580,1,
280256,280581,1,
280256,280582,1,
280256,280583,1,
280256,280584,1,
280256,280585,1,
280256,280586,1,
280256,280587,1,
280256,280588,1,
280256,280589,1,
280256,280590,0,
280256,280591,0,
280256,280592,0,
280256,280601,1,
280256,280602,1,
280256,280605,0,
280256,280606,0,
280256,280607,0,
280256,280608,0,
280256,280609,0,
280256,280610,0,
280256,280611,0,
280256,280612,0,
280256,280613,0,
280256,280614,0,
280256,280615,0,
280256,280616,0,
280256,280617,0,
280256,280622,0,
280256,280623,0,
280256,280624,0,
280256,280641,1,
280256,280642,1,
280256,280643,1,
280256,280644,1,
280256,280645,1,
280256,280646,1,
280256,280647,0,
280256,280652,0,
280256,280653,0,
280256,280655,1,
280256,280659,1,
280256,280660,1,
280256,280661,1,
280256,280662,1,
280256,280673,1,
280256,280674,1,
280256,280676,1,
280256,280677,1,
280256,280679,1,
280256,280680,1,
280256,280682,0,
280256,280683,0,
280256,280684,0,
280256,280685,1,
280256,280686,0,
280256,280689,0,
280256,570223,1,
280256,570261,1,
280256,570468,1,
280256,570471,1,
280256,570472,1,
280256,570473,1,
280256,570474,1,
280256,570475,1,
280256,570485,1,
280264,120430,1,
280264,120431,1,
280264,120433,1,
280264,120434,1,
280264,120436,0,
280264,120437,0,
280264,120444,0,
280264,120448,0,
280264,120450,2,
280264,120451,2,
280264,120453,2,
280264,120463,1,
280264,120464,0,
280264,120531,1,
280264,120532,1,
280264,120533,1,
280264,120534,1,
280264,120535,1,
280264,120536,1,
280264,221800,1,
280264,221801,1,
280264,241283,2,
280264,241287,0,
280264,241288,0,
280264,251200,0,
280264,280013,2,
280264,280045,0,
280264,280052,2,
280264,280090,1,
280264,280103,1,
280264,280104,1,
280264,280105,1,
280264,280106,1,
280264,280107,2,
280264,280121,0,
280264,280128,1,
280264,280129,2,
280264,280130,2,
280264,280131,1,
280264,280164,1,
280264,280166,1,
280264,280169,0,
280264,280181,1,
280264,280212,2,
280264,280213,2,
280264,280222,2,
280264,280233,0,
280264,280234,0,
280264,280235,0,
280264,280244,0,
280264,280245,0,
280264,280246,0,
280264,280247,0,
280264,280256,2,
280264,280281,0,
280264,280298,0,
280264,280318,0,
280264,280322,1,
280264,280323,1,
280264,280324,1,
280264,280325,1,
280264,280344,1,
280264,280345,1,
280264,280347,1,
280264,280348,1,
280264,280351,2,
280264,280355,0,
280264,280356,1,
280264,280357,0,
280264,280358,0,
280264,280359,0,
280264,280375,2,
280264,280376,2,
280264,280377,2,
280264,280378,2,
280264,280379,2,
280264,280380,2,
280264,280383,1,
280264,280384,1,
280264,280385,1,
280264,280391,1,
280264,280397,2,
280264,280399,1,
280264,280405,2,
280264,280412,1,
280264,280421,1,
280264,280425,2,
280264,280426,2,
280264,280432,0,
280264,280434,0,
280264,280436,2,
280264,280437,1,
280264,280450,0,
280264,280451,1,
280264,280452,1,
280264,280453,1,
280264,280454,1,
280264,280459,1,
280264,280464,0,
280264,280465,0,
280264,280466,0,
280264,280467,0,
280264,280468,0,
280264,280469,0,
280264,280473,0,
280264,280474,0,
280264,280477,0,
280264,280478,1,
280264,280480,2,
280264,280481,0,
280264,280488,2,
280264,280489,1,
280264,280490,1,
280264,280493,1,
280264,280496,0,
280264,280497,0,
280264,280516,0,
280264,280517,0,
280264,280520,0,
280264,280521,0,
280264,280522,0,
280264,280525,0,
280264,280526,0,
280264,280528,0,
280264,280529,0,
280264,280532,0,
280264,280539,2,
280264,280541,0,
280264,280557,0,
280264,280558,0,
280264,280559,1,
280264,280563,1,
280264,280564,1,
280264,280566,0,
280264,280567,1,
280264,280570,1,
280264,280571,1,
280264,280572,1,
280264,280573,1,
280264,280574,1,
280264,280575,1,
280264,280576,1,
280264,280578,1,
280264,280579,1,
280264,280580,1,
280264,280581,1,
280264,280582,1,
280264,280583,1,
280264,280584,1,
280264,280585,1,
280264,280586,1,
280264,280587,1,
280264,280588,1,
280264,280589,1,
280264,280590,1,
280264,280591,1,
280264,280592,1,
280264,280601,1,
280264,280602,1,
280264,280605,0,
280264,280606,0,
280264,280607,0,
280264,280608,0,
280264,280609,0,
280264,280610,0,
280264,280611,0,
280264,280612,0,
280264,280613,0,
280264,280614,0,
280264,280615,0,
280264,280616,0,
